Nr.;#;Company;Location_HQ;Country;Continent;Laid_Off;Date_layoffs;Percentage;Company_Size_before_Layoffs;Company_Size_after_layoffs;Industry;Stage;Money_Raised_in_$_mil;Year;lat;lng
185;639;Cornershop;Santiago;Chile;South America;250.0;2023-05-11;11.0;2273.0;2023.0;Food;Acquired;$31;2023;-33.45694;-70.64827
186;643;Redbubble;Melbourne;Australia;Australia;70.0;2023-05-10;23.0;304.0;234.0;Retail;Post-IPO;$55;2023;-37.814;144.96332
187;644;Similarweb;New York City;USA;North America;60.0;2023-05-10;6.0;1000.0;940.0;Other;Post-IPO;$235;2023;40.71427;-74.00597
188;645;Stack Overflow;New York City;USA;North America;58.0;2023-05-10;10.0;580.0;522.0;Recruiting;Acquired;$153;2023;40.71427;-74.00597
189;646;Akamai;Boston;USA;North America;290.0;2023-05-09;3.0;9667.0;9377.0;Security;Post-IPO;$35;2023;42.35843;-71.05977
190;647;Sonatype;Baltimore;USA;North America;100.0;2023-05-09;14.0;714.0;614.0;Security;Acquired;$154;2023;39.29038;-76.61219
191;648;AudioCodes;Tel Aviv;Israel;Asia;80.0;2023-05-09;6.0;1333.0;1253.0;Other;Post-IPO;$91;2023;32.08088;34.78057
192;651;LinkedIn;San Francisco Bay Area;USA;North America;716.0;2023-05-08;4.0;17900.0;17184.0;Recruiting;Acquired;$154;2023;37.36883;-122.03635
193;656;Twist Bioscience;San Francisco Bay Area;USA;North America;270.0;2023-05-05;25.0;1080.0;810.0;Healthcare;Post-IPO;$503;2023;37.77493;-122.41942
194;657;Meesho;Bengaluru;India;Asia;251.0;2023-05-05;15.0;1673.0;1422.0;Retail;Series F;$1100;2023;12.97194;77.59369
195;660;Shopify;Ottawa;Canada;North America;2300.0;2023-05-04;20.0;11500.0;9200.0;Retail;Post-IPO;$122;2023;45.41117;-75.69812
196;661;Sabre;Dallas;USA;North America;1100.0;2023-05-04;15.0;7333.0;6233.0;Travel;Post-IPO;;2023;32.78306;-96.80667
197;663;Autograph;Los Angeles;USA;North America;30.0;2023-05-04;33.0;91.0;61.0;Crypto;Series B;$205;2023;34.05223;-118.24368
198;664;Earnix;Tel Aviv;Israel;Asia;30.0;2023-05-04;10.0;300.0;270.0;Finance;Unknown;$100;2023;32.08088;34.78057
199;665;Karma;Tel Aviv;Israel;Asia;20.0;2023-05-04;28.0;71.0;51.0;Retail;Series A;$34;2023;32.08088;34.78057
200;667;Unity;San Francisco Bay Area;USA;North America;600.0;2023-05-03;8.0;7500.0;6900.0;Other;Post-IPO;$1300;2023;37.77493;-122.41942
201;668;Upwork;San Francisco Bay Area;USA;North America;137.0;2023-05-03;15.0;913.0;776.0;Other;Post-IPO;$168;2023;37.77493;-122.41942
202;670;Brightcove;Boston;USA;North America;70.0;2023-05-03;10.0;700.0;630.0;Marketing;Post-IPO;$145;2023;42.35843;-71.05977
203;671;Healthy.io;Tel Aviv;Israel;Asia;70.0;2023-05-03;33.0;212.0;142.0;Healthcare;Series D;$185;2023;32.08088;34.78057
204;673;TheSkimm;New York City;USA;North America;22.0;2023-05-03;13.0;169.0;147.0;Media;Series C;$28;2023;40.71427;-74.00597
205;675;Bishop Fox;Phoenix;USA;North America;50.0;2023-05-02;13.0;385.0;335.0;Security;Series B;$146;2023;33.44838;-112.07404
206;676;Zoomo;Sydney;Australia;Australia;27.0;2023-05-02;8.0;338.0;311.0;Transportation;Series B;$105;2023;-33.86785;151.20732
207;683;Cue Health;San Diego;USA;North America;326.0;2023-04-28;30.0;1087.0;761.0;Healthcare;Post-IPO;$899;2023;32.71571;-117.16472
208;684;N26;Berlin;Germany;Europe;71.0;2023-04-28;4.0;1775.0;1704.0;Finance;Series E;$1700;2023;52.52437;13.41053
209;688;Dropbox;San Francisco Bay Area;USA;North America;500.0;2023-04-27;16.0;3125.0;2625.0;Other;Post-IPO;$1700;2023;37.77493;-122.41942
210;689;Alteryx;Los Angeles;USA;North America;320.0;2023-04-27;11.0;2909.0;2589.0;Data;Post-IPO;$613;2023;34.05223;-118.24368
211;690;Vroom;New York City;USA;North America;120.0;2023-04-27;11.0;1091.0;971.0;Transportation;Post-IPO;$1300;2023;40.71427;-74.00597
212;691;Greenhouse;New York City;USA;North America;100.0;2023-04-27;12.0;833.0;733.0;Recruiting;Private Equity …;$110;2023;40.71427;-74.00597
213;694;Megaport;Brisbane;Australia;Australia;50.0;2023-04-27;16.0;313.0;263.0;Infrastructure;Post-IPO;$98;2023;-27.46794;153.02809
214;695;Airtasker;Sydney;Australia;Australia;45.0;2023-04-27;20.0;225.0;180.0;Retail;Series C;$26;2023;-33.86785;151.20732
215;696;Chief;New York City;USA;North America;43.0;2023-04-27;14.0;307.0;264.0;Other;Series B;$140;2023;40.71427;-74.00597
216;697;Tickertape;Bengaluru;India;Asia;29.0;2023-04-27;29.0;100.0;71.0;Finance;Seed;$5;2023;12.97194;77.59369
217;701;Teampay;New York City;USA;North America;30.0;2023-04-26;33.0;91.0;61.0;Finance;Series B;$79;2023;40.71427;-74.00597
218;704;Rapid;San Francisco Bay Area;USA;North America;115.0;2023-04-25;50.0;230.0;115.0;Finance;Series D;$272;2023;37.77493;-122.41942
219;705;Rapid;San Francisco Bay Area;USA;North America;70.0;2023-04-25;30.0;233.0;163.0;Finance;Series D;$272;2023;37.77493;-122.41942
220;706;Flink;Berlin;Germany;Europe;8000.0;2023-04-24;40.0;20000.0;12000.0;Food;Series B;$1000;2023;52.52437;13.41053
221;708;BigPanda;San Francisco Bay Area;USA;North America;40.0;2023-04-24;13.0;308.0;268.0;Infrastructure;Series E;$337;2023;37.48522;-122.23635
222;709;Lyft;San Francisco Bay Area;USA;North America;1072.0;2023-04-21;26.0;4123.0;3051.0;Transportation;Post-IPO;$4900;2023;37.77493;-122.41942
223;710;Benchling;San Francisco Bay Area;USA;North America;74.0;2023-04-21;9.0;822.0;748.0;Other;Series F;$411;2023;37.77493;-122.41942
224;712;BuzzFeed;New York City;USA;North America;180.0;2023-04-20;15.0;1200.0;1020.0;Media;Post-IPO;$696;2023;40.71427;-74.00597
225;713;Koo;Bengaluru;India;Asia;78.0;2023-04-20;30.0;260.0;182.0;Consumer;Series B;$50;2023;12.97194;77.59369
226;715;Gloat;New York City;USA;North America;35.0;2023-04-20;12.0;292.0;257.0;HR;Series D;$192;2023;40.71427;-74.00597
227;720;WalkMe;San Francisco Bay Area;USA;North America;112.0;2023-04-19;10.0;1120.0;1008.0;Other;Post-IPO;$307;2023;37.77493;-122.41942
228;721;Opendoor;San Francisco Bay Area;USA;North America;560.0;2023-04-18;22.0;2545.0;1985.0;Real Estate;Post-IPO;$1900;2023;37.77493;-122.41942
229;723;Culture Amp;Melbourne;Australia;Australia;90.0;2023-04-18;9.0;1000.0;910.0;HR;Series F;$257;2023;-37.814;144.96332
230;724;TRM Labs;San Francisco Bay Area;USA;North America;16.0;2023-04-18;9.0;178.0;162.0;Crypto;Series B;$149;2023;37.77493;-122.41942
231;727;Clearcover;Chicago;USA;North America;81.0;2023-04-17;15.0;540.0;459.0;Finance;Series D;$304;2023;41.85003;-87.65005
232;728;Paper;Montreal;Canada;North America;81.0;2023-04-17;3.0;2700.0;2619.0;Education;Series D;$389;2023;45.50884;-73.58781
233;729;Ynsect;Paris;France;Europe;17.0;2023-04-17;25.0;68.0;51.0;Food;Series D;$579;2023;48.85341;2.3488
234;734;Drip Capital;San Francisco Bay Area;USA;North America;75.0;2023-04-14;20.0;375.0;300.0;Finance;Series C;$85;2023;37.44188;-122.14302
235;735;Community Gami…;New York City;USA;North America;17.0;2023-04-14;17.0;100.0;83.0;Crypto;Series A;$18;2023;40.71427;-74.00597
236;739;Astronomer;Cincinnati;USA;North America;100.0;2023-04-13;40.0;250.0;150.0;Data;Series C;$282;2023;39.12711;-84.51439
237;744;Viasat;San Diego;USA;North America;300.0;2023-04-12;4.0;7500.0;7200.0;Other;Post-IPO;$366;2023;32.71571;-117.16472
238;747;Milkrun;Sydney;Australia;Australia;400.0;2023-04-11;100.0;400.0;0.0;Food;Series A;$86;2023;-33.86785;151.20732
239;748;Redfin;Seattle;USA;North America;201.0;2023-04-11;4.0;5025.0;4824.0;Real Estate;Post-IPO;$320;2023;47.60621;-122.33207
240;749;Permutive;London;United Kingdom;Europe;80.0;2023-04-11;40.0;200.0;120.0;Marketing;Series C;$105;2023;51.50853;-0.12574
241;750;Examedi;Santiago;Chile;South America;45.0;2023-04-11;25.0;180.0;135.0;Healthcare;Unknown;$19;2023;-33.45694;-70.64827
242;754;Flock Freight;San Diego;USA;North America;45.0;2023-04-10;8.0;563.0;518.0;Logistics;Series D;$399;2023;32.71571;-117.16472
243;755;Nori;Seattle;USA;North America;10.0;2023-04-10;37.0;27.0;17.0;Energy;Unknown;$13;2023;47.60621;-122.33207
244;756;Simpl;Bengaluru;India;Asia;150.0;2023-04-09;25.0;600.0;450.0;Finance;Series B;$71;2023;12.97194;77.59369
245;758;Pear Therapeutics;Boston;USA;North America;170.0;2023-04-07;92.0;185.0;15.0;Healthcare;Post-IPO;$409;2023;42.35843;-71.05977
246;760;ZestMoney;Bengaluru;India;Asia;100.0;2023-04-07;20.0;500.0;400.0;Finance;Series C;$120;2023;12.97194;77.59369
247;763;Dunzo;Bengaluru;India;Asia;300.0;2023-04-05;30.0;1000.0;700.0;Food;Unknown;$382;2023;12.97194;77.59369
248;764;Amplitude;San Francisco Bay Area;USA;North America;99.0;2023-04-05;13.0;762.0;663.0;Data;Post-IPO;$311;2023;37.77493;-122.41942
249;765;Talent.com;Montreal;Canada;North America;86.0;2023-04-05;18.0;478.0;392.0;Recruiting;Series B;$150;2023;45.50884;-73.58781
250;769;Boost;New York City;USA;North America;15.0;2023-04-04;20.0;75.0;60.0;Finance;Series B;$37;2023;40.71427;-74.00597
251;772;View;San Francisco Bay Area;USA;North America;170.0;2023-04-03;23.0;739.0;569.0;Other;Post-IPO;$2300;2023;37.77493;-122.41942
252;773;Guideline;San Francisco Bay Area;USA;North America;48.0;2023-04-03;11.0;436.0;388.0;Finance;Series E;$339;2023;37.5841;-122.36608
253;774;Textio;Seattle;USA;North America;15.0;2023-04-03;12.0;125.0;110.0;Recruiting;Unknown;$42;2023;47.60621;-122.33207
254;777;Domestika;Madrid;Spain;Europe;89.0;2023-03-31;45.0;198.0;109.0;Education;Series D;$130;2023;40.4165;-3.70256
255;780;Roku;San Francisco Bay Area;USA;North America;200.0;2023-03-30;6.0;3333.0;3133.0;Media;Post-IPO;$208;2023;37.33939;-121.89496
256;782;FanClash;Gurugram;India;Asia;100.0;2023-03-30;75.0;133.0;33.0;Consumer;Series B;$50;2023;28.4601;77.02635
257;783;Loop;Austin;USA;North America;19.0;2023-03-30;25.0;76.0;57.0;Finance;Series A;$24;2023;30.26715;-97.74306
258;784;Crossbeam;Philadelphia;USA;North America;17.0;2023-03-30;15.0;113.0;96.0;Sales;Series C;$116;2023;39.95238;-75.16362
259;793;Electronic Arts;San Francisco Bay Area;USA;North America;780.0;2023-03-29;6.0;13000.0;12220.0;Consumer;Post-IPO;$2;2023;37.48522;-122.23635
260;796;iCAD;Nashua;USA;North America;23.0;2023-03-29;28.0;82.0;59.0;Healthcare;Post-IPO;$59;2023;42.76537;-71.46757
261;800;Lucid Motors;San Francisco Bay Area;USA;North America;1300.0;2023-03-28;18.0;7222.0;5922.0;Transportation;Post-IPO;$8300;2023;37.52966;-122.04024
262;802;AEye;San Francisco Bay Area;USA;North America;46.0;2023-03-28;33.0;139.0;93.0;Transportation;Post-IPO;$314;2023;37.77493;-122.41942
263;810;Slite;Paris;France;Europe;10.0;2023-03-23;25.0;40.0;30.0;Other;Series A;$15;2023;48.85341;2.3488
264;811;Indeed;Austin;USA;North America;2200.0;2023-03-22;15.0;14667.0;12467.0;HR;Acquired;$5;2023;30.26715;-97.74306
265;813;Glassdoor;San Francisco Bay Area;USA;North America;140.0;2023-03-22;15.0;933.0;793.0;HR;Acquired;$204;2023;37.77493;-122.41942
266;814;Wejo;Chester;United Kingdom;Europe;40.0;2023-03-22;16.0;250.0;210.0;Transportation;Post-IPO;$376;2023;53.1905;-2.89189
267;820;Workhuman;Dublin;Ireland;Europe;130.0;2023-03-21;10.0;1300.0;1170.0;HR;Unknown;$131;2023;53.33306;-6.24889
268;821;FreshBooks;Toronto;Canada;North America;80.0;2023-03-21;10.0;800.0;720.0;Finance;Unknown;$331;2023;43.70643;-79.39864
269;824;Smallcase;Bengaluru;India;Asia;15.0;2023-03-21;4.0;375.0;360.0;Finance;Series C;$62;2023;12.97194;77.59369
270;829;Amazon;Seattle;USA;North America;9000.0;2023-03-20;2.295918367346939;392000.0;383000.0;Retail;Post-IPO;$108;2023;47.60621;-122.33207
271;831;Livspace;Bengaluru;India;Asia;100.0;2023-03-17;2.0;5000.0;4900.0;Retail;Series F;$431;2023;12.97194;77.59369
272;832;Symend;Calgary;Canada;North America;50.0;2023-03-17;25.0;200.0;150.0;Other;Series C;$148;2023;51.05011;-114.08529
273;834;Freshworks;San Francisco Bay Area;USA;North America;114.0;2023-03-16;2.0;5700.0;5586.0;Support;Post-IPO;$484;2023;37.56299;-122.32553
274;837;Course Hero;San Francisco Bay Area;USA;North America;42.0;2023-03-16;15.0;280.0;238.0;Education;Series C;$477;2023;37.48522;-122.23635
275;838;Leafly;Seattle;USA;North America;40.0;2023-03-16;21.0;190.0;150.0;Retail;Post-IPO;$71;2023;47.60621;-122.33207
276;841;Dukaan;Bengaluru;India;Asia;56.0;2023-03-15;30.0;187.0;131.0;Retail;Series A;$17;2023;12.97194;77.59369
277;842;Boxed;New York City;USA;North America;32.0;2023-03-15;25.0;128.0;96.0;Retail;Post-IPO;$365;2023;40.71427;-74.00597
278;844;TradeWindow;Auckland;New Zealand;Australia;25.0;2023-03-15;30.0;83.0;58.0;Finance;Series B;$24;2023;-36.84853;174.76349
279;846;Meta;San Francisco Bay Area;USA;North America;10000.0;2023-03-14;13.5841170323929;73615.0;63615.0;Consumer;Post-IPO;$26000;2023;37.45383;-122.18219
280;847;Fetch;Madison;USA;North America;100.0;2023-03-14;10.0;1000.0;900.0;Retail;Series E;$581;2023;43.07305;-89.40123
281;848;Anchorage Digital;San Francisco Bay Area;USA;North America;75.0;2023-03-14;20.0;375.0;300.0;Crypto;Series D;$487;2023;37.77493;-122.41942
282;849;Avidbots;Kitchener;Canada;North America;50.0;2023-03-14;14.0;357.0;307.0;Hardware;Series C;$106;2023;43.42537;-80.5112
283;851;Kaleidoscope;Minneapolis;USA;North America;15.0;2023-03-14;30.0;50.0;35.0;Finance;Series A;$16;2023;44.97997;-93.26384
284;854;Xero;Wellington;New Zealand;Australia;800.0;2023-03-09;15.0;5333.0;4533.0;Finance;Post-IPO;$681;2023;-41.28664;174.77557
285;856;Gopuff;Philadelphia;USA;North America;100.0;2023-03-09;2.0;5000.0;4900.0;Food;Series H;$3400;2023;39.95238;-75.16362
286;862;Wattpad;Toronto;Canada;North America;42.0;2023-03-08;15.0;280.0;238.0;Media;Acquired;$117;2023;43.70643;-79.39864
287;864;Pristyn Care;Gurugram;India;Asia;300.0;2023-03-07;15.0;2000.0;1700.0;Healthcare;Series E;$177;2023;28.4601;77.02635
288;865;Zwift;Los Angeles;USA;North America;80.0;2023-03-07;15.0;533.0;453.0;Fitness;Series C;$619;2023;34.05223;-118.24368
289;870;Atlassian;Sydney;Australia;Australia;500.0;2023-03-06;5.0;10000.0;9500.0;Other;Post-IPO;$210;2023;-33.86785;151.20732
290;871;SiriusXM;New York City;USA;North America;475.0;2023-03-06;8.0;5938.0;5463.0;Media;Post-IPO;$525;2023;40.71427;-74.00597
291;878;Loft;Sao Paulo;Brazil;South America;340.0;2023-03-03;15.0;2267.0;1927.0;Real Estate;Unknown;$788;2023;-23.5475;-46.63611
292;879;Embark Trucks;San Francisco Bay Area;USA;North America;230.0;2023-03-03;70.0;329.0;99.0;Transportation;Post-IPO;$317;2023;37.77493;-122.41942
293;885;Zscaler;San Francisco Bay Area;USA;North America;177.0;2023-03-02;3.0;5900.0;5723.0;Security;Post-IPO;$148;2023;37.33939;-121.89496
294;888;Fittr;Pune;India;Asia;30.0;2023-03-02;11.0;273.0;243.0;Fitness;Series A;$13;2023;18.51957;73.85535
295;889;CNET;San Francisco Bay Area;USA;North America;12.0;2023-03-02;10.0;120.0;108.0;Media;Acquired;$20;2023;37.77493;-122.41942
296;895;Thoughtworks;Chicago;USA;North America;500.0;2023-03-01;4.0;12500.0;12000.0;Other;Post-IPO;$748;2023;41.85003;-87.65005
297;896;iFood;Sao Paulo;Brazil;South America;355.0;2023-03-01;6.0;5917.0;5562.0;Food;Subsidi…;$2100;2023;-23.5475;-46.63611
298;898;Waymo;San Francisco Bay Area;USA;North America;209.0;2023-03-01;8.0;2613.0;2404.0;Transportation;Subsidi…;$5.500;2023;37.38605;-122.08385
299;899;PayFit;Paris;France;Europe;200.0;2023-03-01;20.0;1000.0;800.0;HR;Series E;$495;2023;48.85341;2.3488
300;901;Sonder;San Francisco Bay Area;USA;North America;100.0;2023-03-01;14.0;714.0;614.0;Travel;Post-IPO;$839;2023;37.77493;-122.41942
301;904;Eventbrite;San Francisco Bay Area;USA;North America;80.0;2023-02-28;8.0;1000.0;920.0;Consumer;Post-IPO;$557;2023;37.77493;-122.41942
302;909;Cerebral;Walnut;USA;North America;285.0;2023-02-27;15.0;1900.0;1615.0;Healthcare;Series C;$462;2023;34.02029;-117.86534
303;910;Amount;Chicago;USA;North America;130.0;2023-02-27;25.0;520.0;390.0;Finance;Unknown;$283;2023;41.85003;-87.65005
304;911;Palantir;Denver;USA;North America;75.0;2023-02-27;2.0;3750.0;3675.0;Data;Post-IPO;$3000;2023;39.73915;-104.9847
305;912;Outreach;Seattle;USA;North America;70.0;2023-02-27;7.0;1000.0;930.0;Sales;Series G;$489;2023;47.60621;-122.33207
306;913;Stytch;San Francisco Bay Area;USA;North America;19.0;2023-02-27;25.0;76.0;57.0;Security;Series B;$126;2023;37.77493;-122.41942
307;915;Twitter;San Francisco Bay Area;USA;North America;200.0;2023-02-25;10.0;2000.0;1800.0;Consumer;Post-IPO;$12900;2023;37.77493;-122.41942
308;916;Ericsson;Stockholm;Sweden;Europe;8500.0;2023-02-24;8.0;106250.0;97750.0;Other;Post-IPO;$663;2023;59.32938;18.06871
309;926;OneFootball;Berlin;Germany;Europe;150.0;2023-02-23;32.0;469.0;319.0;Marketing;Series D;$442;2023;52.52437;13.41053
310;939;Green Labs;Seoul;South Korea;Asia;350.0;2023-02-21;70.0;500.0;150.0;Food;Series C;$214;2023;37.566;126.9784
311;940;Polygon;Bengaluru;India;Asia;100.0;2023-02-21;20.0;500.0;400.0;Crypto;Unknown;$451;2023;12.97194;77.59369
312;943;Basis Technologies;Chicago;USA;North America;40.0;2023-02-21;4.0;1000.0;960.0;Marketing;Series B;$52;2023;41.85003;-87.65005
313;948;MyGate;Bengaluru;India;Asia;200.0;2023-02-20;30.0;667.0;467.0;Other;Series B;$79;2023;12.97194;77.59369
314;949;Fireblocks;New York City;USA;North America;30.0;2023-02-20;5.0;600.0;570.0;Crypto;Series E;$1000;2023;40.71427;-74.00597
315;950;Kinde;Sydney;Australia;Australia;8.0;2023-02-20;28.0;29.0;21.0;Other;Seed;$10;2023;-33.86785;151.20732
316;953;Micron;Boise;USA;North America;2400.0;2023-02-17;5.0;48000.0;45600.0;Hardware;Post-IPO;$50;2023;43.6135;-116.20345
317;956;Chipper Cash;San Francisco Bay Area;USA;North America;100.0;2023-02-17;33.0;303.0;203.0;Finance;Series C;$302;2023;37.77493;-122.41942
318;959;DocuSign;San Francisco Bay Area;USA;North America;680.0;2023-02-16;10.0;6800.0;6120.0;Sales;Post-IPO;$536;2023;37.77493;-122.41942
319;960;Pico Interactive;San Francisco Bay Area;USA;North America;400.0;2023-02-16;20.0;2000.0;1600.0;Other;Acquired;$62;2023;37.38605;-122.08385
320;961;The RealReal;San Francisco Bay Area;USA;North America;230.0;2023-02-16;7.0;3286.0;3056.0;Retail;Post-IPO;$356;2023;37.77493;-122.41942
321;962;Smartsheet;Seattle;USA;North America;85.0;2023-02-16;3.0;2833.0;2748.0;Other;Post-IPO;$152;2023;47.60621;-122.33207
322;964;Wix;Tel Aviv;Israel;Asia;370.0;2023-02-15;6.0;6167.0;5797.0;Marketing;Post-IPO;$58;2023;32.08088;34.78057
323;965;ServiceTitan;Los Angeles;USA;North America;221.0;2023-02-15;8.0;2763.0;2542.0;Sales;Series G;$1100;2023;34.05223;-118.24368
324;966;Neon;Sao Paulo;Brazil;South America;210.0;2023-02-15;9.0;2333.0;2123.0;Finance;Series D;$720;2023;-23.5475;-46.63611
325;968;DigitalOcean;New York City;USA;North America;200.0;2023-02-15;11.0;1818.0;1618.0;Infrastructure;Post-IPO;$491;2023;40.71427;-74.00597
326;969;Sprinklr;New York City;USA;North America;100.0;2023-02-15;4.0;2500.0;2400.0;Support;Post-IPO;$429;2023;40.71427;-74.00597
327;980;Dropp;Berlin;Germany;Europe;60.0;2023-02-14;100.0;60.0;0.0;Retail;Unknown;$2;2023;52.52437;13.41053
328;984;Twilio;San Francisco Bay Area;USA;North America;1500.0;2023-02-13;17.0;8824.0;7324.0;Other;Post-IPO;$614;2023;37.77493;-122.41942
329;985;Electric;New York City;USA;North America;141.0;2023-02-13;25.0;564.0;423.0;Other;Series D;$212;2023;40.71427;-74.00597
330;988;iRobot;Boston;USA;North America;85.0;2023-02-13;7.0;1214.0;1129.0;Consumer;Acquired;$30;2023;42.35843;-71.05977
331;995;Moladin;Jakarta;Indonesia;Asia;360.0;2023-02-12;11.0;3273.0;2913.0;Transportation;Series B;$138;2023;-6.21462;106.84513
332;996;TripleLift;New York City;USA;North America;100.0;2023-02-10;20.0;500.0;400.0;Marketing;Acquired;$16;2023;40.71427;-74.00597
333;997;Titan Medical;Toronto;Canada;North America;48.0;2023-02-10;72.0;67.0;19.0;Healthcare;Post-IPO;$278;2023;43.70643;-79.39864
334;1003;Yahoo;San Francisco Bay Area;USA;North America;1600.0;2023-02-09;20.0;8000.0;6400.0;Consumer;Acquired;$6;2023;37.36883;-122.03635
335;1004;MiSan Franciscoits Market;Philadelphia;USA;North America;649.0;2023-02-09;33.0;1967.0;1318.0;Food;Series C;$526;2023;39.95238;-75.16362
336;1005;Deliveroo;London;United Kingdom;Europe;350.0;2023-02-09;9.0;3889.0;3539.0;Food;Post-IPO;$1700;2023;51.50853;-0.12574
337;1006;Olive AI;Columbus;USA;North America;215.0;2023-02-09;35.0;614.0;399.0;Healthcare;Series H;$856;2023;39.96118;-82.99879
338;1007;Oportun;San Francisco Bay Area;USA;North America;155.0;2023-02-09;10.0;1550.0;1395.0;Finance;Post-IPO;$566;2023;37.50716;-122.26052
339;1008;GitLab;San Francisco Bay Area;USA;North America;130.0;2023-02-09;7.0;1857.0;1727.0;Product;Post-IPO;$413;2023;37.77493;-122.41942
340;1010;Veriff;Tallinn;Estonia;Europe;66.0;2023-02-09;12.0;550.0;484.0;Security;Series C;$192;2023;59.43696;24.75353
341;1011;REE Automotive;Tel Aviv;Israel;Asia;31.0;2023-02-09;11.0;282.0;251.0;Transportation;Post-IPO;$317;2023;32.08088;34.78057
342;1015;GoDaddy;Phoenix;USA;North America;530.0;2023-02-08;8.0;6625.0;6095.0;Marketing;Post-IPO;$800;2023;33.44838;-112.07404
343;1016;Affirm;San Francisco Bay Area;USA;North America;500.0;2023-02-08;19.0;2632.0;2132.0;Finance;Post-IPO;$1500;2023;37.77493;-122.41942
344;1017;Gusto;San Francisco Bay Area;USA;North America;126.0;2023-02-08;5.0;2520.0;2394.0;HR;Series E;$746;2023;37.77493;-122.41942
345;1018;Gong;San Francisco Bay Area;USA;North America;80.0;2023-02-08;7.0;1143.0;1063.0;Sales;Series E;$583;2023;37.77493;-122.41942
346;1019;Beam Benefits;Columbus;USA;North America;31.0;2023-02-08;8.0;388.0;357.0;Healthcare;Series E;$168;2023;39.96118;-82.99879
347;1020;Equitybee;San Francisco Bay Area;USA;North America;24.0;2023-02-08;25.0;96.0;72.0;Finance;Series B;$85;2023;37.44188;-122.14302
348;1025;Zoom;San Francisco Bay Area;USA;North America;1300.0;2023-02-07;15.0;8667.0;7367.0;Other;Post-IPO;$276;2023;37.33939;-121.89496
349;1026;eBay;San Francisco Bay Area;USA;North America;500.0;2023-02-07;4.0;12500.0;12000.0;Retail;Post-IPO;$1200;2023;37.33939;-121.89496
350;1027;SecureWorks;Atlanta;USA;North America;212.0;2023-02-07;9.0;2356.0;2144.0;Security;Post-IPO;$83;2023;33.749;-84.38798
351;1028;Salesloft;Atlanta;USA;North America;100.0;2023-02-07;10.0;1000.0;900.0;Sales;Acquired;$245;2023;33.749;-84.38798
352;1029;Openpay;Melbourne;Australia;Australia;83.0;2023-02-07;100.0;83.0;0.0;Finance;Post-IPO;$299;2023;-37.814;144.96332
353;1030;LearnUpon;Dublin;Ireland;Europe;27.0;2023-02-07;9.0;300.0;273.0;Education;Private Equity …;$56;2023;53.33306;-6.24889
